時間戳記,Index,Learning_Rate,Batch_Size,Dropout_Config_ID,Dropout_Values,Accuracy,訓練耗時(秒),平台
2025-12-22 16:12:30,577,0.0002,22,6,"[0.4, 0.4, 0.4, 0.4]",0.840629,212.37,Windows-AMD64
2025-12-22 16:14:31,578,0.0002,22,7,"[0.3, 0.3, 0.3, 0.3]",0.813953,121.17,Windows-AMD64
2025-12-22 16:17:34,579,0.0002,22,8,"[0.5, 0.3, 0.3, 0.1]",0.835841,182.34,Windows-AMD64
2025-12-22 16:19:35,580,0.0002,22,9,"[0.2, 0.3, 0.4, 0.5]",0.818741,121.31,Windows-AMD64
2025-12-22 16:21:46,581,0.0002,24,0,"[0.3, 0.25, 0.2, 0.15]",0.832421,130.32,Windows-AMD64
2025-12-22 16:23:33,582,0.0002,24,1,"[0.35, 0.3, 0.25, 0.2]",0.816005,107.20,Windows-AMD64
2025-12-22 16:26:03,583,0.0002,24,2,"[0.4, 0.35, 0.3, 0.25]",0.834473,148.89,Windows-AMD64
2025-12-22 16:28:22,584,0.0002,24,3,"[0.45, 0.4, 0.35, 0.3]",0.817373,139.55,Windows-AMD64
2025-12-22 16:31:38,585,0.0002,24,4,"[0.5, 0.45, 0.4, 0.35]",0.838577,195.15,Windows-AMD64
2025-12-22 16:34:54,586,0.0002,24,5,"[0.55, 0.5, 0.45, 0.4]",0.824213,195.76,Windows-AMD64
2025-12-22 16:37:22,587,0.0002,24,6,"[0.4, 0.4, 0.4, 0.4]",0.823529,148.54,Windows-AMD64
2025-12-22 16:39:23,588,0.0002,24,7,"[0.3, 0.3, 0.3, 0.3]",0.826949,120.70,Windows-AMD64
2025-12-22 16:42:01,589,0.0002,24,8,"[0.5, 0.3, 0.3, 0.1]",0.833105,157.91,Windows-AMD64
2025-12-22 16:44:30,590,0.0002,24,9,"[0.2, 0.3, 0.4, 0.5]",0.840629,148.64,Windows-AMD64
2025-12-22 16:46:15,591,0.0002,26,0,"[0.3, 0.25, 0.2, 0.15]",0.820109,104.99,Windows-AMD64
2025-12-22 16:48:03,592,0.0002,26,1,"[0.35, 0.3, 0.25, 0.2]",0.820793,107.23,Windows-AMD64
2025-12-22 16:50:03,593,0.0002,26,2,"[0.4, 0.35, 0.3, 0.25]",0.816005,120.16,Windows-AMD64
2025-12-22 16:52:03,594,0.0002,26,3,"[0.45, 0.4, 0.35, 0.3]",0.811902,119.66,Windows-AMD64
2025-12-22 16:54:46,595,0.0002,26,4,"[0.5, 0.45, 0.4, 0.35]",0.845417,162.23,Windows-AMD64
2025-12-22 16:57:58,596,0.0002,26,5,"[0.55, 0.5, 0.45, 0.4]",0.837893,191.89,Windows-AMD64
2025-12-22 17:00:19,597,0.0002,26,6,"[0.4, 0.4, 0.4, 0.4]",0.827633,141.39,Windows-AMD64
2025-12-22 17:02:06,598,0.0002,26,7,"[0.3, 0.3, 0.3, 0.3]",0.811902,106.50,Windows-AMD64
2025-12-22 17:04:23,599,0.0002,26,8,"[0.5, 0.3, 0.3, 0.1]",0.837209,136.36,Windows-AMD64
2025-12-22 17:06:23,600,0.0002,26,9,"[0.2, 0.3, 0.4, 0.5]",0.832421,119.93,Windows-AMD64
2025-12-22 17:08:30,601,0.0002,28,0,"[0.3, 0.25, 0.2, 0.15]",0.832421,127.21,Windows-AMD64
2025-12-22 17:10:18,602,0.0002,28,1,"[0.35, 0.3, 0.25, 0.2]",0.831737,107.46,Windows-AMD64
2025-12-22 17:12:33,603,0.0002,28,2,"[0.4, 0.35, 0.3, 0.25]",0.834473,135.32,Windows-AMD64
2025-12-22 17:15:01,604,0.0002,28,3,"[0.45, 0.4, 0.35, 0.3]",0.839945,147.21,Windows-AMD64
2025-12-22 17:17:20,605,0.0002,28,4,"[0.5, 0.45, 0.4, 0.35]",0.827633,139.05,Windows-AMD64
2025-12-22 17:20:30,606,0.0002,28,5,"[0.55, 0.5, 0.45, 0.4]",0.847469,189.37,Windows-AMD64
2025-12-22 17:22:58,607,0.0002,28,6,"[0.4, 0.4, 0.4, 0.4]",0.842681,148.52,Windows-AMD64
2025-12-22 17:24:23,608,0.0002,28,7,"[0.3, 0.3, 0.3, 0.3]",0.819425,84.47,Windows-AMD64
2025-12-22 17:26:17,609,0.0002,28,8,"[0.5, 0.3, 0.3, 0.1]",0.815321,113.31,Windows-AMD64
2025-12-22 17:28:10,610,0.0002,28,9,"[0.2, 0.3, 0.4, 0.5]",0.834473,113.17,Windows-AMD64
2025-12-22 17:29:52,611,0.0002,32,0,"[0.3, 0.25, 0.2, 0.15]",0.833105,101.94,Windows-AMD64
2025-12-22 17:31:38,612,0.0002,32,1,"[0.35, 0.3, 0.25, 0.2]",0.830369,105.88,Windows-AMD64
2025-12-22 17:33:28,613,0.0002,32,2,"[0.4, 0.35, 0.3, 0.25]",0.825581,109.80,Windows-AMD64
2025-12-22 17:35:32,614,0.0002,32,3,"[0.45, 0.4, 0.35, 0.3]",0.844049,123.64,Windows-AMD64
2025-12-22 17:37:32,615,0.0002,32,4,"[0.5, 0.45, 0.4, 0.35]",0.827633,119.64,Windows-AMD64
2025-12-22 17:40:18,616,0.0002,32,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,166.16,Windows-AMD64
2025-12-22 17:42:08,617,0.0002,32,6,"[0.4, 0.4, 0.4, 0.4]",0.826949,109.68,Windows-AMD64
2025-12-22 17:43:51,618,0.0002,32,7,"[0.3, 0.3, 0.3, 0.3]",0.827633,102.22,Windows-AMD64
2025-12-22 17:45:30,619,0.0002,32,8,"[0.5, 0.3, 0.3, 0.1]",0.820793,98.75,Windows-AMD64
2025-12-22 17:47:01,620,0.0002,32,9,"[0.2, 0.3, 0.4, 0.5]",0.823529,91.72,Windows-AMD64
2025-12-22 17:48:19,621,0.0002,48,0,"[0.3, 0.25, 0.2, 0.15]",0.829001,76.89,Windows-AMD64
2025-12-22 17:49:33,622,0.0002,48,1,"[0.35, 0.3, 0.25, 0.2]",0.829685,74.33,Windows-AMD64
2025-12-22 17:50:48,623,0.0002,48,2,"[0.4, 0.35, 0.3, 0.25]",0.825581,74.39,Windows-AMD64
2025-12-22 17:52:05,624,0.0002,48,3,"[0.45, 0.4, 0.35, 0.3]",0.826265,76.87,Windows-AMD64
2025-12-22 17:53:29,625,0.0002,48,4,"[0.5, 0.45, 0.4, 0.35]",0.823529,83.70,Windows-AMD64
2025-12-22 17:55:12,626,0.0002,48,5,"[0.55, 0.5, 0.45, 0.4]",0.833105,103.37,Windows-AMD64
2025-12-22 17:56:29,627,0.0002,48,6,"[0.4, 0.4, 0.4, 0.4]",0.822845,76.69,Windows-AMD64
2025-12-22 17:57:46,628,0.0002,48,7,"[0.3, 0.3, 0.3, 0.3]",0.829685,76.78,Windows-AMD64
2025-12-22 17:58:49,629,0.0002,48,8,"[0.5, 0.3, 0.3, 0.1]",0.821477,62.73,Windows-AMD64
2025-12-22 17:59:57,630,0.0002,48,9,"[0.2, 0.3, 0.4, 0.5]",0.822845,67.30,Windows-AMD64
2025-12-22 18:02:25,631,0.00022,16,0,"[0.3, 0.25, 0.2, 0.15]",0.818057,147.59,Windows-AMD64
2025-12-22 18:06:08,632,0.00022,16,1,"[0.35, 0.3, 0.25, 0.2]",0.829685,223.55,Windows-AMD64
2025-12-22 18:09:39,633,0.00022,16,2,"[0.4, 0.35, 0.3, 0.25]",0.826949,210.59,Windows-AMD64
2025-12-22 18:13:45,634,0.00022,16,3,"[0.45, 0.4, 0.35, 0.3]",0.837209,245.84,Windows-AMD64
2025-12-22 18:18:17,635,0.00022,16,4,"[0.5, 0.45, 0.4, 0.35]",0.839945,271.96,Windows-AMD64
2025-12-22 18:23:26,636,0.00022,16,5,"[0.55, 0.5, 0.45, 0.4]",0.838577,308.51,Windows-AMD64
2025-12-22 18:28:40,637,0.00022,16,6,"[0.4, 0.4, 0.4, 0.4]",0.847469,313.79,Windows-AMD64
2025-12-22 18:31:57,638,0.00022,16,7,"[0.3, 0.3, 0.3, 0.3]",0.835841,196.29,Windows-AMD64
2025-12-22 18:36:17,639,0.00022,16,8,"[0.5, 0.3, 0.3, 0.1]",0.837893,259.76,Windows-AMD64
2025-12-22 18:39:25,640,0.00022,16,9,"[0.2, 0.3, 0.4, 0.5]",0.831053,187.97,Windows-AMD64
2025-12-22 18:42:58,641,0.00022,18,0,"[0.3, 0.25, 0.2, 0.15]",0.835841,212.71,Windows-AMD64
2025-12-22 18:45:35,642,0.00022,18,1,"[0.35, 0.3, 0.25, 0.2]",0.825581,157.05,Windows-AMD64
2025-12-22 18:48:48,643,0.00022,18,2,"[0.4, 0.35, 0.3, 0.25]",0.829685,193.15,Windows-AMD64
2025-12-22 18:52:34,644,0.00022,18,3,"[0.45, 0.4, 0.35, 0.3]",0.833105,224.83,Windows-AMD64
2025-12-22 18:56:19,645,0.00022,18,4,"[0.5, 0.45, 0.4, 0.35]",0.833105,225.25,Windows-AMD64
2025-12-22 19:00:28,646,0.00022,18,5,"[0.55, 0.5, 0.45, 0.4]",0.826265,248.51,Windows-AMD64
2025-12-22 19:04:01,647,0.00022,18,6,"[0.4, 0.4, 0.4, 0.4]",0.824897,212.71,Windows-AMD64
2025-12-22 19:06:55,648,0.00022,18,7,"[0.3, 0.3, 0.3, 0.3]",0.835157,174.50,Windows-AMD64
2025-12-22 19:10:27,649,0.00022,18,8,"[0.5, 0.3, 0.3, 0.1]",0.826949,211.27,Windows-AMD64
2025-12-22 19:13:16,650,0.00022,18,9,"[0.2, 0.3, 0.4, 0.5]",0.820109,169.20,Windows-AMD64
2025-12-22 19:15:14,651,0.00022,20,0,"[0.3, 0.25, 0.2, 0.15]",0.816005,117.44,Windows-AMD64
2025-12-22 19:17:46,652,0.00022,20,1,"[0.35, 0.3, 0.25, 0.2]",0.833105,152.14,Windows-AMD64
2025-12-22 19:20:47,653,0.00022,20,2,"[0.4, 0.35, 0.3, 0.25]",0.829001,180.46,Windows-AMD64
2025-12-22 19:23:47,654,0.00022,20,3,"[0.45, 0.4, 0.35, 0.3]",0.840629,180.20,Windows-AMD64
2025-12-22 19:27:28,655,0.00022,20,4,"[0.5, 0.45, 0.4, 0.35]",0.839261,220.15,Windows-AMD64
2025-12-22 19:31:59,656,0.00022,20,5,"[0.55, 0.5, 0.45, 0.4]",0.833789,271.36,Windows-AMD64
2025-12-22 19:35:33,657,0.00022,20,6,"[0.4, 0.4, 0.4, 0.4]",0.841997,213.34,Windows-AMD64
2025-12-22 19:38:05,658,0.00022,20,7,"[0.3, 0.3, 0.3, 0.3]",0.824897,152.44,Windows-AMD64
2025-12-22 19:41:39,659,0.00022,20,8,"[0.5, 0.3, 0.3, 0.1]",0.835157,212.98,Windows-AMD64
2025-12-22 19:44:00,660,0.00022,20,9,"[0.2, 0.3, 0.4, 0.5]",0.816689,141.53,Windows-AMD64
2025-12-22 19:46:24,661,0.00022,22,0,"[0.3, 0.25, 0.2, 0.15]",0.832421,143.78,Windows-AMD64
2025-12-22 19:48:12,662,0.00022,22,1,"[0.35, 0.3, 0.25, 0.2]",0.809166,107.36,Windows-AMD64
2025-12-22 19:50:35,663,0.00022,22,2,"[0.4, 0.35, 0.3, 0.25]",0.822161,142.99,Windows-AMD64
2025-12-22 19:52:58,664,0.00022,22,3,"[0.45, 0.4, 0.35, 0.3]",0.819425,143.01,Windows-AMD64
2025-12-22 19:56:34,665,0.00022,22,4,"[0.5, 0.45, 0.4, 0.35]",0.851573,215.00,Windows-AMD64
2025-12-22 20:00:45,666,0.00022,22,5,"[0.55, 0.5, 0.45, 0.4]",0.840629,250.38,Windows-AMD64
2025-12-22 20:03:08,667,0.00022,22,6,"[0.4, 0.4, 0.4, 0.4]",0.815321,143.70,Windows-AMD64
2025-12-22 20:05:33,668,0.00022,22,7,"[0.3, 0.3, 0.3, 0.3]",0.838577,144.22,Windows-AMD64
2025-12-22 20:07:56,669,0.00022,22,8,"[0.5, 0.3, 0.3, 0.1]",0.825581,142.91,Windows-AMD64
2025-12-22 20:09:59,670,0.00022,22,9,"[0.2, 0.3, 0.4, 0.5]",0.827633,123.14,Windows-AMD64
2025-12-22 20:12:21,671,0.00022,24,0,"[0.3, 0.25, 0.2, 0.15]",0.834473,141.83,Windows-AMD64
2025-12-22 20:14:33,672,0.00022,24,1,"[0.35, 0.3, 0.25, 0.2]",0.826265,131.58,Windows-AMD64
2025-12-22 20:17:13,673,0.00022,24,2,"[0.4, 0.35, 0.3, 0.25]",0.841313,159.45,Windows-AMD64
2025-12-22 20:20:03,674,0.00022,24,3,"[0.45, 0.4, 0.35, 0.3]",0.832421,170.26,Windows-AMD64
2025-12-22 20:23:22,675,0.00022,24,4,"[0.5, 0.45, 0.4, 0.35]",0.830369,198.17,Windows-AMD64
2025-12-22 20:26:52,676,0.00022,24,5,"[0.55, 0.5, 0.45, 0.4]",0.822161,210.44,Windows-AMD64
2025-12-22 20:29:23,677,0.00022,24,6,"[0.4, 0.4, 0.4, 0.4]",0.833789,150.73,Windows-AMD64
2025-12-22 20:31:35,678,0.00022,24,7,"[0.3, 0.3, 0.3, 0.3]",0.826265,131.67,Windows-AMD64
2025-12-22 20:34:01,679,0.00022,24,8,"[0.5, 0.3, 0.3, 0.1]",0.819425,145.34,Windows-AMD64
2025-12-22 20:36:18,680,0.00022,24,9,"[0.2, 0.3, 0.4, 0.5]",0.831737,136.66,Windows-AMD64
2025-12-22 20:38:15,681,0.00022,26,0,"[0.3, 0.25, 0.2, 0.15]",0.842681,117.58,Windows-AMD64
2025-12-22 20:40:18,682,0.00022,26,1,"[0.35, 0.3, 0.25, 0.2]",0.828317,121.89,Windows-AMD64
2025-12-22 20:42:33,683,0.00022,26,2,"[0.4, 0.35, 0.3, 0.25]",0.822845,135.10,Windows-AMD64
2025-12-22 20:44:51,684,0.00022,26,3,"[0.45, 0.4, 0.35, 0.3]",0.833105,138.20,Windows-AMD64
2025-12-22 20:47:11,685,0.00022,26,4,"[0.5, 0.45, 0.4, 0.35]",0.827633,139.04,Windows-AMD64
2025-12-22 20:50:01,686,0.00022,26,5,"[0.55, 0.5, 0.45, 0.4]",0.831737,170.05,Windows-AMD64
2025-12-22 20:52:45,687,0.00022,26,6,"[0.4, 0.4, 0.4, 0.4]",0.837209,164.15,Windows-AMD64
2025-12-22 20:54:21,688,0.00022,26,7,"[0.3, 0.3, 0.3, 0.3]",0.823529,95.81,Windows-AMD64
2025-12-22 20:56:41,689,0.00022,26,8,"[0.5, 0.3, 0.3, 0.1]",0.811902,139.48,Windows-AMD64
2025-12-22 20:58:42,690,0.00022,26,9,"[0.2, 0.3, 0.4, 0.5]",0.829001,120.41,Windows-AMD64
2025-12-22 21:00:34,691,0.00022,28,0,"[0.3, 0.25, 0.2, 0.15]",0.835841,112.41,Windows-AMD64
2025-12-22 21:02:27,692,0.00022,28,1,"[0.35, 0.3, 0.25, 0.2]",0.818057,112.92,Windows-AMD64
2025-12-22 21:04:25,693,0.00022,28,2,"[0.4, 0.35, 0.3, 0.25]",0.841997,117.32,Windows-AMD64
2025-12-22 21:06:33,694,0.00022,28,3,"[0.45, 0.4, 0.35, 0.3]",0.826949,128.12,Windows-AMD64
2025-12-22 21:09:22,695,0.00022,28,4,"[0.5, 0.45, 0.4, 0.35]",0.846785,168.50,Windows-AMD64
2025-12-22 21:12:32,696,0.00022,28,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,189.70,Windows-AMD64
2025-12-22 21:14:42,697,0.00022,28,6,"[0.4, 0.4, 0.4, 0.4]",0.833789,129.71,Windows-AMD64
2025-12-22 21:16:58,698,0.00022,28,7,"[0.3, 0.3, 0.3, 0.3]",0.837209,136.52,Windows-AMD64
2025-12-22 21:19:28,699,0.00022,28,8,"[0.5, 0.3, 0.3, 0.1]",0.829001,149.49,Windows-AMD64
2025-12-22 21:21:21,700,0.00022,28,9,"[0.2, 0.3, 0.4, 0.5]",0.832421,112.75,Windows-AMD64
2025-12-22 21:22:36,701,0.00022,32,0,"[0.3, 0.25, 0.2, 0.15]",0.812585,74.33,Windows-AMD64
2025-12-22 21:24:22,702,0.00022,32,1,"[0.35, 0.3, 0.25, 0.2]",0.833789,105.89,Windows-AMD64
2025-12-22 21:25:50,703,0.00022,32,2,"[0.4, 0.35, 0.3, 0.25]",0.820793,88.20,Windows-AMD64
2025-12-22 21:27:29,704,0.00022,32,3,"[0.45, 0.4, 0.35, 0.3]",0.812585,98.51,Windows-AMD64
2025-12-22 21:29:09,705,0.00022,32,4,"[0.5, 0.45, 0.4, 0.35]",0.812585,99.19,Windows-AMD64
2025-12-22 21:31:34,706,0.00022,32,5,"[0.55, 0.5, 0.45, 0.4]",0.841997,145.16,Windows-AMD64
2025-12-22 21:33:27,707,0.00022,32,6,"[0.4, 0.4, 0.4, 0.4]",0.838577,112.91,Windows-AMD64
2025-12-22 21:35:13,708,0.00022,32,7,"[0.3, 0.3, 0.3, 0.3]",0.829001,105.75,Windows-AMD64
2025-12-22 21:37:03,709,0.00022,32,8,"[0.5, 0.3, 0.3, 0.1]",0.824213,109.75,Windows-AMD64
2025-12-22 21:38:35,710,0.00022,32,9,"[0.2, 0.3, 0.4, 0.5]",0.831737,91.94,Windows-AMD64
2025-12-22 21:39:35,711,0.00022,48,0,"[0.3, 0.25, 0.2, 0.15]",0.826265,60.12,Windows-AMD64
2025-12-22 21:40:52,712,0.00022,48,1,"[0.35, 0.3, 0.25, 0.2]",0.833789,76.74,Windows-AMD64
2025-12-22 21:42:07,713,0.00022,48,2,"[0.4, 0.35, 0.3, 0.25]",0.834473,74.43,Windows-AMD64
2025-12-22 21:43:31,714,0.00022,48,3,"[0.45, 0.4, 0.35, 0.3]",0.829685,83.91,Windows-AMD64
2025-12-22 21:45:10,715,0.00022,48,4,"[0.5, 0.45, 0.4, 0.35]",0.829001,98.32,Windows-AMD64
2025-12-22 21:46:39,716,0.00022,48,5,"[0.55, 0.5, 0.45, 0.4]",0.819425,89.01,Windows-AMD64
2025-12-22 21:48:03,717,0.00022,48,6,"[0.4, 0.4, 0.4, 0.4]",0.831053,83.76,Windows-AMD64
2025-12-22 21:49:01,718,0.00022,48,7,"[0.3, 0.3, 0.3, 0.3]",0.821477,57.93,Windows-AMD64
2025-12-22 21:50:09,719,0.00022,48,8,"[0.5, 0.3, 0.3, 0.1]",0.813953,67.40,Windows-AMD64
2025-12-22 21:51:04,720,0.00022,48,9,"[0.2, 0.3, 0.4, 0.5]",0.818741,55.16,Windows-AMD64
2025-12-22 21:54:47,721,0.00025,16,0,"[0.3, 0.25, 0.2, 0.15]",0.831053,222.70,Windows-AMD64
2025-12-22 21:58:32,722,0.00025,16,1,"[0.35, 0.3, 0.25, 0.2]",0.828317,224.76,Windows-AMD64
2025-12-22 22:01:48,723,0.00025,16,2,"[0.4, 0.35, 0.3, 0.25]",0.833105,195.30,Windows-AMD64
2025-12-22 22:05:53,724,0.00025,16,3,"[0.45, 0.4, 0.35, 0.3]",0.839945,245.23,Windows-AMD64
2025-12-22 22:09:31,725,0.00025,16,4,"[0.5, 0.45, 0.4, 0.35]",0.829001,217.33,Windows-AMD64
2025-12-22 22:14:59,726,0.00025,16,5,"[0.55, 0.5, 0.45, 0.4]",0.836525,327.83,Windows-AMD64
2025-12-22 22:20:12,727,0.00025,16,6,"[0.4, 0.4, 0.4, 0.4]",0.852257,313.14,Windows-AMD64
2025-12-22 22:24:18,728,0.00025,16,7,"[0.3, 0.3, 0.3, 0.3]",0.837209,245.56,Windows-AMD64
2025-12-22 22:28:43,729,0.00025,16,8,"[0.5, 0.3, 0.3, 0.1]",0.840629,264.97,Windows-AMD64
2025-12-22 22:32:29,730,0.00025,16,9,"[0.2, 0.3, 0.4, 0.5]",0.837209,225.34,Windows-AMD64
2025-12-22 22:35:12,731,0.00025,18,0,"[0.3, 0.25, 0.2, 0.15]",0.825581,162.96,Windows-AMD64
2025-12-22 22:37:54,732,0.00025,18,1,"[0.35, 0.3, 0.25, 0.2]",0.838577,162.06,Windows-AMD64
2025-12-22 22:40:50,733,0.00025,18,2,"[0.4, 0.35, 0.3, 0.25]",0.835841,175.72,Windows-AMD64
2025-12-22 22:44:10,734,0.00025,18,3,"[0.45, 0.4, 0.35, 0.3]",0.832421,199.25,Windows-AMD64
2025-12-22 22:47:23,735,0.00025,18,4,"[0.5, 0.45, 0.4, 0.35]",0.823529,192.85,Windows-AMD64
2025-12-22 22:52:11,736,0.00025,18,5,"[0.55, 0.5, 0.45, 0.4]",0.830369,287.96,Windows-AMD64
2025-12-22 22:55:43,737,0.00025,18,6,"[0.4, 0.4, 0.4, 0.4]",0.833789,211.70,Windows-AMD64
2025-12-22 22:58:40,738,0.00025,18,7,"[0.3, 0.3, 0.3, 0.3]",0.822161,177.03,Windows-AMD64
2025-12-22 23:02:26,739,0.00025,18,8,"[0.5, 0.3, 0.3, 0.1]",0.837893,225.57,Windows-AMD64
2025-12-22 23:05:34,740,0.00025,18,9,"[0.2, 0.3, 0.4, 0.5]",0.835841,188.11,Windows-AMD64
2025-12-22 23:07:55,741,0.00025,20,0,"[0.3, 0.25, 0.2, 0.15]",0.824213,140.60,Windows-AMD64
2025-12-22 23:10:34,742,0.00025,20,1,"[0.35, 0.3, 0.25, 0.2]",0.812585,158.35,Windows-AMD64
2025-12-22 23:13:52,743,0.00025,20,2,"[0.4, 0.35, 0.3, 0.25]",0.847469,198.15,Windows-AMD64
2025-12-22 23:16:29,744,0.00025,20,3,"[0.45, 0.4, 0.35, 0.3]",0.809166,156.84,Windows-AMD64
2025-12-22 23:19:30,745,0.00025,20,4,"[0.5, 0.45, 0.4, 0.35]",0.822845,180.65,Windows-AMD64
2025-12-22 23:23:22,746,0.00025,20,5,"[0.55, 0.5, 0.45, 0.4]",0.839945,231.58,Windows-AMD64
2025-12-22 23:26:22,747,0.00025,20,6,"[0.4, 0.4, 0.4, 0.4]",0.816689,180.04,Windows-AMD64
2025-12-22 23:28:55,748,0.00025,20,7,"[0.3, 0.3, 0.3, 0.3]",0.834473,152.70,Windows-AMD64
2025-12-22 23:32:23,749,0.00025,20,8,"[0.5, 0.3, 0.3, 0.1]",0.837209,207.85,Windows-AMD64
2025-12-22 23:35:23,750,0.00025,20,9,"[0.2, 0.3, 0.4, 0.5]",0.839945,179.75,Windows-AMD64
2025-12-22 23:37:27,751,0.00025,22,0,"[0.3, 0.25, 0.2, 0.15]",0.824213,123.56,Windows-AMD64
2025-12-22 23:40:00,752,0.00025,22,1,"[0.35, 0.3, 0.25, 0.2]",0.831737,153.04,Windows-AMD64
2025-12-22 23:42:24,753,0.00025,22,2,"[0.4, 0.35, 0.3, 0.25]",0.827633,143.41,Windows-AMD64
2025-12-22 23:45:39,754,0.00025,22,3,"[0.45, 0.4, 0.35, 0.3]",0.837893,194.90,Windows-AMD64
2025-12-22 23:48:50,755,0.00025,22,4,"[0.5, 0.45, 0.4, 0.35]",0.836525,190.94,Windows-AMD64
2025-12-22 23:52:25,756,0.00025,22,5,"[0.55, 0.5, 0.45, 0.4]",0.832421,214.97,Windows-AMD64
2025-12-22 23:55:21,757,0.00025,22,6,"[0.4, 0.4, 0.4, 0.4]",0.832421,175.28,Windows-AMD64
2025-12-22 23:57:44,758,0.00025,22,7,"[0.3, 0.3, 0.3, 0.3]",0.839261,142.65,Windows-AMD64
2025-12-23 00:00:42,759,0.00025,22,8,"[0.5, 0.3, 0.3, 0.1]",0.835841,178.65,Windows-AMD64
2025-12-23 00:02:31,760,0.00025,22,9,"[0.2, 0.3, 0.4, 0.5]",0.811902,108.23,Windows-AMD64
2025-12-23 00:04:43,761,0.00025,24,0,"[0.3, 0.25, 0.2, 0.15]",0.829001,132.26,Windows-AMD64
2025-12-23 00:06:55,762,0.00025,24,1,"[0.35, 0.3, 0.25, 0.2]",0.818741,131.13,Windows-AMD64
2025-12-23 00:09:21,763,0.00025,24,2,"[0.4, 0.35, 0.3, 0.25]",0.830369,146.17,Windows-AMD64
2025-12-23 00:12:06,764,0.00025,24,3,"[0.45, 0.4, 0.35, 0.3]",0.828317,165.14,Windows-AMD64
2025-12-23 00:14:52,765,0.00025,24,4,"[0.5, 0.45, 0.4, 0.35]",0.837893,165.17,Windows-AMD64
2025-12-23 00:18:10,766,0.00025,24,5,"[0.55, 0.5, 0.45, 0.4]",0.839261,198.03,Windows-AMD64
2025-12-23 00:20:22,767,0.00025,24,6,"[0.4, 0.4, 0.4, 0.4]",0.817373,131.76,Windows-AMD64
2025-12-23 00:22:34,768,0.00025,24,7,"[0.3, 0.3, 0.3, 0.3]",0.834473,132.00,Windows-AMD64
2025-12-23 00:25:10,769,0.00025,24,8,"[0.5, 0.3, 0.3, 0.1]",0.831053,155.46,Windows-AMD64
2025-12-23 00:27:08,770,0.00025,24,9,"[0.2, 0.3, 0.4, 0.5]",0.823529,117.46,Windows-AMD64
2025-12-23 00:29:10,771,0.00025,26,0,"[0.3, 0.25, 0.2, 0.15]",0.831053,122.18,Windows-AMD64
2025-12-23 00:31:08,772,0.00025,26,1,"[0.35, 0.3, 0.25, 0.2]",0.828317,117.59,Windows-AMD64
2025-12-23 00:33:05,773,0.00025,26,2,"[0.4, 0.35, 0.3, 0.25]",0.834473,117.02,Windows-AMD64
2025-12-23 00:35:50,774,0.00025,26,3,"[0.45, 0.4, 0.35, 0.3]",0.834473,164.24,Windows-AMD64
2025-12-23 00:38:30,775,0.00025,26,4,"[0.5, 0.45, 0.4, 0.35]",0.829685,160.64,Windows-AMD64
2025-12-23 00:41:25,776,0.00025,26,5,"[0.55, 0.5, 0.45, 0.4]",0.835841,173.88,Windows-AMD64
2025-12-23 00:43:35,777,0.00025,26,6,"[0.4, 0.4, 0.4, 0.4]",0.828317,129.80,Windows-AMD64
2025-12-23 00:45:36,778,0.00025,26,7,"[0.3, 0.3, 0.3, 0.3]",0.837209,121.53,Windows-AMD64
2025-12-23 00:48:04,779,0.00025,26,8,"[0.5, 0.3, 0.3, 0.1]",0.837893,147.84,Windows-AMD64
2025-12-23 00:50:05,780,0.00025,26,9,"[0.2, 0.3, 0.4, 0.5]",0.833789,120.72,Windows-AMD64
2025-12-23 00:52:06,781,0.00025,28,0,"[0.3, 0.25, 0.2, 0.15]",0.832421,120.74,Windows-AMD64
2025-12-23 00:53:39,782,0.00025,28,1,"[0.35, 0.3, 0.25, 0.2]",0.804378,92.92,Windows-AMD64
2025-12-23 00:55:37,783,0.00025,28,2,"[0.4, 0.35, 0.3, 0.25]",0.831053,117.15,Windows-AMD64
2025-12-23 00:57:30,784,0.00025,28,3,"[0.45, 0.4, 0.35, 0.3]",0.817373,113.09,Windows-AMD64
2025-12-23 01:00:19,785,0.00025,28,4,"[0.5, 0.45, 0.4, 0.35]",0.839945,168.93,Windows-AMD64
2025-12-23 01:03:17,786,0.00025,28,5,"[0.55, 0.5, 0.45, 0.4]",0.835157,177.13,Windows-AMD64
2025-12-23 01:05:30,787,0.00025,28,6,"[0.4, 0.4, 0.4, 0.4]",0.833105,132.96,Windows-AMD64
2025-12-23 01:07:19,788,0.00025,28,7,"[0.3, 0.3, 0.3, 0.3]",0.835841,109.20,Windows-AMD64
2025-12-23 01:09:40,789,0.00025,28,8,"[0.5, 0.3, 0.3, 0.1]",0.831737,140.33,Windows-AMD64
2025-12-23 01:11:05,790,0.00025,28,9,"[0.2, 0.3, 0.4, 0.5]",0.814637,84.76,Windows-AMD64
2025-12-23 01:12:16,791,0.00025,32,0,"[0.3, 0.25, 0.2, 0.15]",0.809166,70.96,Windows-AMD64
2025-12-23 01:14:02,792,0.00025,32,1,"[0.35, 0.3, 0.25, 0.2]",0.834473,105.93,Windows-AMD64
2025-12-23 01:15:51,793,0.00025,32,2,"[0.4, 0.35, 0.3, 0.25]",0.844049,109.05,Windows-AMD64
